Ref,Val,Package,PosX,PosY,Rot,Side
"C1","4.7uF","C_0402_1005Metric",13.110000,-20.175000,90.000000,bottom
"C2","4.7uF","C_0402_1005Metric",10.100000,-23.200000,0.000000,bottom
"J1","FemaleConn_1x6","M22-6540642R",13.800000,-12.500000,180.000000,bottom
"J2","MaleConn_1x6","M22-5330605R",2.200000,-12.500000,0.000000,bottom
"U1","ME6211C33M5G-N","SOT-23-5",12.475000,-22.675000,0.000000,bottom
